$version=1
!code,Date,block,UnitsInService
2008,1900/01/01,2,0
2008,1900/01/01,3,0
2008,1900/01/01,4,0
2009,1900/01/01,1,4
2009,1900/01/01,2,4
2009,1900/01/01,3,4
2009,1900/01/01,4,4
2009,2030/01/01,1,3
2009,2030/01/01,2,3
2009,2030/01/01,3,3
2009,2030/01/01,4,3
2009,2031/01/01,1,4
2009,2031/01/01,2,4
2009,2031/01/01,3,4
2009,2031/01/01,4,4
2009,2032/01/01,1,3
2009,2032/01/01,2,3
2009,2032/01/01,3,3
2009,2032/01/01,4,3
2009,2033/01/01,1,4
2009,2033/01/01,2,4
2009,2033/01/01,3,4
2009,2033/01/01,4,4
2010,1900/01/01,1,0
2010,1900/01/01,2,0
2010,1900/01/01,3,0
2010,1900/01/01,4,0
2011,1900/01/01,1,0
2011,1900/01/01,2,0
2011,1900/01/01,3,0
2011,1900/01/01,4,0
2012,1900/01/01,1,0
2012,1900/01/01,2,0
2012,1900/01/01,3,0
2012,1900/01/01,4,0
2012,2031/01/01,1,1
2012,2031/01/01,2,1
2012,2031/01/01,3,1
2012,2031/01/01,4,1
2013,1900/01/01,1,1
2013,1900/01/01,2,1
2013,1900/01/01,3,1
2013,1900/01/01,4,1
2660,1900/01/01,1,0
2660,1900/01/01,2,0
2660,1900/01/01,3,0
2660,1900/01/01,4,0
2014,1900/01/01,1,0
2014,1900/01/01,2,0
2014,1900/01/01,3,0
2014,1900/01/01,4,0
2015,1900/01/01,1,2
2015,1900/01/01,2,2
2015,1900/01/01,3,2
2015,1900/01/01,4,2
2016,1900/01/01,1,0
2016,1900/01/01,2,0
2016,1900/01/01,3,0
2016,1900/01/01,4,0
2016,2036/01/01,1,1
2016,2036/01/01,2,1
2016,2036/01/01,3,1
2016,2036/01/01,4,1
2017,1900/01/01,1,0
2017,1900/01/01,2,0
2017,1900/01/01,3,0
2017,1900/01/01,4,0
2018,1900/01/01,1,0
2018,1900/01/01,2,0
2018,1900/01/01,3,0
2018,1900/01/01,4,0
2019,1900/01/01,1,1
2019,1900/01/01,2,1
2019,1900/01/01,3,1
2019,1900/01/01,4,1
2020,1900/01/01,1,0
2020,1900/01/01,2,0
2020,1900/01/01,3,0
2020,1900/01/01,4,0
2021,1900/01/01,1,0
2021,1900/01/01,2,0
2021,1900/01/01,3,0
2021,1900/01/01,4,0
2661,1900/01/01,1,0
2661,1900/01/01,2,0
2661,1900/01/01,3,0
2661,1900/01/01,4,0
2661,2034/01/01,1,1
2661,2034/01/01,2,1
2661,2034/01/01,3,1
2661,2034/01/01,4,1
2670,1900/01/01,1,1
2670,1900/01/01,2,1
2670,1900/01/01,3,1
2670,1900/01/01,4,1
2637,1900/01/01,1,1
2637,1900/01/01,2,1
2637,1900/01/01,3,1
2637,1900/01/01,4,1
2637,2033/01/01,1,2
2637,2033/01/01,2,2
2637,2033/01/01,3,2
2637,2033/01/01,4,2
2638,1900/01/01,1,0
2638,1900/01/01,2,0
2638,1900/01/01,3,0
2638,1900/01/01,4,0
2639,1900/01/01,1,1
2639,1900/01/01,2,1
2639,1900/01/01,3,1
2639,1900/01/01,4,1
2022,1900/01/01,1,1
2022,1900/01/01,2,1
2022,1900/01/01,3,1
2022,1900/01/01,4,1
2640,1900/01/01,1,1
2640,1900/01/01,2,1
2640,1900/01/01,3,1
2640,1900/01/01,4,1
115,1900/01/01,1,1
115,1900/01/01,2,1
115,1900/01/01,3,1
115,1900/01/01,4,1
2023,1900/01/01,1,1
2023,1900/01/01,2,1
2023,1900/01/01,3,1
2023,1900/01/01,4,1
2023,2039/01/01,1,2
2023,2039/01/01,2,2
2023,2039/01/01,3,2
2023,2039/01/01,4,2
2024,1900/01/01,1,0
2024,1900/01/01,2,0
2024,1900/01/01,3,0
2024,1900/01/01,4,0
116,1900/01/01,1,1
116,1900/01/01,2,1
116,1900/01/01,3,1
116,1900/01/01,4,1
2025,1900/01/01,1,0
2025,1900/01/01,2,0
2025,1900/01/01,3,0
2025,1900/01/01,4,0
2641,1900/01/01,1,1
2641,1900/01/01,2,1
2641,1900/01/01,3,1
2641,1900/01/01,4,1
2026,1900/01/01,1,1
2026,1900/01/01,2,1
2026,1900/01/01,3,1
2026,1900/01/01,4,1
2026,2030/01/01,1,0
2026,2030/01/01,2,0
2026,2030/01/01,3,0
2026,2030/01/01,4,0
117,1900/01/01,1,1
117,1900/01/01,2,1
117,1900/01/01,3,1
117,1900/01/01,4,1
118,1900/01/01,1,1
118,1900/01/01,2,1
118,1900/01/01,3,1
118,1900/01/01,4,1
119,1900/01/01,1,1
119,1900/01/01,2,1
119,1900/01/01,3,1
119,1900/01/01,4,1
2671,1900/01/01,1,1
2671,1900/01/01,2,1
2671,1900/01/01,3,1
2671,1900/01/01,4,1
2027,1900/01/01,1,1
2027,1900/01/01,2,1
2027,1900/01/01,3,1
2027,1900/01/01,4,1
2027,2030/01/01,1,2
2027,2030/01/01,2,2
2027,2030/01/01,3,2
2027,2030/01/01,4,2
2027,2031/01/01,1,0
2027,2031/01/01,2,0
2027,2031/01/01,3,0
2027,2031/01/01,4,0
2027,2033/01/01,1,2
2027,2033/01/01,2,2
2027,2033/01/01,3,2
2027,2033/01/01,4,2
2027,2038/01/01,1,0
2027,2038/01/01,2,0
2027,2038/01/01,3,0
2027,2038/01/01,4,0
2642,1900/01/01,1,0
2642,1900/01/01,2,0
2642,1900/01/01,3,0
2642,1900/01/01,4,0
2642,2031/01/01,1,2
2642,2031/01/01,2,2
2642,2031/01/01,3,2
2642,2031/01/01,4,2
2642,2033/01/01,1,0
2642,2033/01/01,2,0
2642,2033/01/01,3,0
2642,2033/01/01,4,0
2642,2038/01/01,1,2
2642,2038/01/01,2,2
2642,2038/01/01,3,2
2642,2038/01/01,4,2
2643,1900/01/01,1,2
2643,1900/01/01,2,2
2643,1900/01/01,3,2
2643,1900/01/01,4,2
2643,2031/01/01,1,0
2643,2031/01/01,2,0
2643,2031/01/01,3,0
2643,2031/01/01,4,0
2643,2032/01/01,1,2
2643,2032/01/01,2,2
2643,2032/01/01,3,2
2643,2032/01/01,4,2
2644,1900/01/01,1,0
2644,1900/01/01,2,0
2644,1900/01/01,3,0
2644,1900/01/01,4,0
2644,2031/01/01,1,1
2644,2031/01/01,2,1
2644,2031/01/01,3,1
2644,2031/01/01,4,1
2644,2032/01/01,1,0
2644,2032/01/01,2,0
2644,2032/01/01,3,0
2644,2032/01/01,4,0
2028,1900/01/01,1,1
2028,1900/01/01,2,1
2028,1900/01/01,3,1
2028,1900/01/01,4,1
2028,2030/01/01,1,0
2028,2030/01/01,2,0
2028,2030/01/01,3,0
2028,2030/01/01,4,0
2028,2031/01/01,1,1
2028,2031/01/01,2,1
2028,2031/01/01,3,1
2028,2031/01/01,4,1
2028,2037/01/01,1,0
2028,2037/01/01,2,0
2028,2037/01/01,3,0
2028,2037/01/01,4,0
2028,2038/01/01,1,1
2028,2038/01/01,2,1
2028,2038/01/01,3,1
2028,2038/01/01,4,1
2028,2039/01/01,1,0
2028,2039/01/01,2,0
2028,2039/01/01,3,0
2028,2039/01/01,4,0
2645,1900/01/01,1,1
2645,1900/01/01,2,1
2645,1900/01/01,3,1
2645,1900/01/01,4,1
2645,2031/01/01,1,0
2645,2031/01/01,2,0
2645,2031/01/01,3,0
2645,2031/01/01,4,0
2645,2037/01/01,1,1
2645,2037/01/01,2,1
2645,2037/01/01,3,1
2645,2037/01/01,4,1
2645,2038/01/01,1,0
2645,2038/01/01,2,0
2645,2038/01/01,3,0
2645,2038/01/01,4,0
2645,2039/01/01,1,1
2645,2039/01/01,2,1
2645,2039/01/01,3,1
2645,2039/01/01,4,1
2029,1900/01/01,1,1
2029,1900/01/01,2,1
2029,1900/01/01,3,1
2029,1900/01/01,4,1
2029,2030/01/01,1,0
2029,2030/01/01,2,0
2029,2030/01/01,3,0
2029,2030/01/01,4,0
2030,1900/01/01,1,1
2030,1900/01/01,2,1
2030,1900/01/01,3,1
2030,1900/01/01,4,1
2031,1900/01/01,1,1
2031,1900/01/01,2,1
2031,1900/01/01,3,1
2031,1900/01/01,4,1
2031,2031/01/01,1,0
2031,2031/01/01,2,0
2031,2031/01/01,3,0
2031,2031/01/01,4,0
494,1900/01/01,1,0
494,1900/01/01,2,0
494,1900/01/01,3,0
494,1900/01/01,4,0
2032,1900/01/01,1,1
2032,1900/01/01,2,1
2032,1900/01/01,3,1
2032,1900/01/01,4,1
2032,2032/01/01,1,0
2032,2032/01/01,2,0
2032,2032/01/01,3,0
2032,2032/01/01,4,0
2033,1900/01/01,1,2
2033,1900/01/01,2,2
2033,1900/01/01,3,2
2033,1900/01/01,4,2
2034,1900/01/01,1,1
2034,1900/01/01,2,1
2034,1900/01/01,3,1
2034,1900/01/01,4,1
496,1900/01/01,1,0
496,1900/01/01,2,0
496,1900/01/01,3,0
496,1900/01/01,4,0
2035,1900/01/01,1,1
2035,1900/01/01,2,1
2035,1900/01/01,3,1
2035,1900/01/01,4,1
2035,2030/01/01,1,0
2035,2030/01/01,2,0
2035,2030/01/01,3,0
2035,2030/01/01,4,0
2036,1900/01/01,1,2
2036,1900/01/01,2,2
2036,1900/01/01,3,2
2036,1900/01/01,4,2
120,1900/01/01,1,1
120,1900/01/01,2,1
120,1900/01/01,3,1
120,1900/01/01,4,1
121,1900/01/01,1,1
121,1900/01/01,2,1
121,1900/01/01,3,1
121,1900/01/01,4,1
2037,1900/01/01,1,2
2037,1900/01/01,2,2
2037,1900/01/01,3,2
2037,1900/01/01,4,2
2040,1900/01/01,1,1
2040,1900/01/01,2,1
2040,1900/01/01,3,1
2040,1900/01/01,4,1
2040,2031/01/01,1,0
2040,2031/01/01,2,0
2040,2031/01/01,3,0
2040,2031/01/01,4,0
2041,1900/01/01,1,0
2041,1900/01/01,2,0
2041,1900/01/01,3,0
2041,1900/01/01,4,0
2044,1900/01/01,1,1
2044,1900/01/01,2,1
2044,1900/01/01,3,1
2044,1900/01/01,4,1
2044,2030/01/01,1,0
2044,2030/01/01,2,0
2044,2030/01/01,3,0
2044,2030/01/01,4,0
2045,1900/01/01,1,0
2045,1900/01/01,2,0
2045,1900/01/01,3,0
2045,1900/01/01,4,0
2042,1900/01/01,1,1
2042,1900/01/01,2,1
2042,1900/01/01,3,1
2042,1900/01/01,4,1
2043,1900/01/01,1,2
2043,1900/01/01,2,2
2043,1900/01/01,3,2
2043,1900/01/01,4,2
2046,1900/01/01,1,0
2046,1900/01/01,2,0
2046,1900/01/01,3,0
2046,1900/01/01,4,0
2046,2035/01/01,1,1
2046,2035/01/01,2,1
2046,2035/01/01,3,1
2046,2035/01/01,4,1
2047,1900/01/01,1,1
2047,1900/01/01,2,1
2047,1900/01/01,3,1
2047,1900/01/01,4,1
2048,1900/01/01,1,1
2048,1900/01/01,2,1
2048,1900/01/01,3,1
2048,1900/01/01,4,1
2049,1900/01/01,1,1
2049,1900/01/01,2,1
2049,1900/01/01,3,1
2049,1900/01/01,4,1
2049,2030/01/01,1,0
2049,2030/01/01,2,0
2049,2030/01/01,3,0
2049,2030/01/01,4,0
2049,2031/01/01,1,1
2049,2031/01/01,2,1
2049,2031/01/01,3,1
2049,2031/01/01,4,1
2050,1900/01/01,1,0
2050,1900/01/01,2,0
2050,1900/01/01,3,0
2050,1900/01/01,4,0
2051,1900/01/01,1,1
2051,1900/01/01,2,1
2051,1900/01/01,3,1
2051,1900/01/01,4,1
2052,1900/01/01,1,1
2052,1900/01/01,2,1
2052,1900/01/01,3,1
2052,1900/01/01,4,1
2053,1900/01/01,1,1
2053,1900/01/01,2,1
2053,1900/01/01,3,1
2053,1900/01/01,4,1
2054,1900/01/01,1,1
2054,1900/01/01,2,1
2054,1900/01/01,3,1
2054,1900/01/01,4,1
2055,1900/01/01,1,2
2055,1900/01/01,2,2
2055,1900/01/01,3,2
2055,1900/01/01,4,2
2056,1900/01/01,1,2
2056,1900/01/01,2,2
2056,1900/01/01,3,2
2056,1900/01/01,4,2
2057,1900/01/01,1,2
2057,1900/01/01,2,2
2057,1900/01/01,3,2
2057,1900/01/01,4,2
2058,1900/01/01,1,1
2058,1900/01/01,2,1
2058,1900/01/01,3,1
2058,1900/01/01,4,1
2059,1900/01/01,1,0
2059,1900/01/01,2,0
2059,1900/01/01,3,0
2059,1900/01/01,4,0
2060,1900/01/01,1,1
2060,1900/01/01,2,1
2060,1900/01/01,3,1
2060,1900/01/01,4,1
2061,1900/01/01,1,1
2061,1900/01/01,2,1
2061,1900/01/01,3,1
2061,1900/01/01,4,1
2062,1900/01/01,1,2
2062,1900/01/01,2,2
2062,1900/01/01,3,2
2062,1900/01/01,4,2
2063,1900/01/01,1,1
2063,1900/01/01,2,1
2063,1900/01/01,3,1
2063,1900/01/01,4,1
2064,1900/01/01,1,1
2064,1900/01/01,2,1
2064,1900/01/01,3,1
2064,1900/01/01,4,1
2065,1900/01/01,1,0
2065,1900/01/01,2,0
2065,1900/01/01,3,0
2065,1900/01/01,4,0
2066,1900/01/01,1,1
2066,1900/01/01,2,1
2066,1900/01/01,3,1
2066,1900/01/01,4,1
2067,1900/01/01,1,2
2067,1900/01/01,2,2
2067,1900/01/01,3,2
2067,1900/01/01,4,2
2068,1900/01/01,1,1
2068,1900/01/01,2,1
2068,1900/01/01,3,1
2068,1900/01/01,4,1
2069,1900/01/01,1,0
2069,1900/01/01,2,0
2069,1900/01/01,3,0
2069,1900/01/01,4,0
2070,1900/01/01,1,1
2070,1900/01/01,2,1
2070,1900/01/01,3,1
2070,1900/01/01,4,1
2071,1900/01/01,1,2
2071,1900/01/01,2,2
2071,1900/01/01,3,2
2071,1900/01/01,4,2
2071,2030/01/01,1,1
2071,2030/01/01,2,1
2071,2030/01/01,3,1
2071,2030/01/01,4,1
2071,2031/01/01,1,2
2071,2031/01/01,2,2
2071,2031/01/01,3,2
2071,2031/01/01,4,2
2072,1900/01/01,1,1
2072,1900/01/01,2,1
2072,1900/01/01,3,1
2072,1900/01/01,4,1
2073,1900/01/01,1,0
2073,1900/01/01,2,0
2073,1900/01/01,3,0
2073,1900/01/01,4,0
2074,1900/01/01,1,1
2074,1900/01/01,2,1
2074,1900/01/01,3,1
2074,1900/01/01,4,1
2075,1900/01/01,1,1
2075,1900/01/01,2,1
2075,1900/01/01,3,1
2075,1900/01/01,4,1
2076,1900/01/01,1,0
2076,1900/01/01,2,0
2076,1900/01/01,3,0
2076,1900/01/01,4,0
2077,1900/01/01,1,0
2077,1900/01/01,2,0
2077,1900/01/01,3,0
2077,1900/01/01,4,0
2077,2039/01/01,1,1
2077,2039/01/01,2,1
2077,2039/01/01,3,1
2077,2039/01/01,4,1
2078,1900/01/01,1,2
2078,1900/01/01,2,2
2078,1900/01/01,3,2
2078,1900/01/01,4,2
2079,1900/01/01,1,2
2079,1900/01/01,2,2
2079,1900/01/01,3,2
2079,1900/01/01,4,2
2080,1900/01/01,1,1
2080,1900/01/01,2,1
2080,1900/01/01,3,1
2080,1900/01/01,4,1
2081,1900/01/01,1,1
2081,1900/01/01,2,1
2081,1900/01/01,3,1
2081,1900/01/01,4,1
2081,2030/01/01,1,0
2081,2030/01/01,2,0
2081,2030/01/01,3,0
2081,2030/01/01,4,0
2081,2031/01/01,1,1
2081,2031/01/01,2,1
2081,2031/01/01,3,1
2081,2031/01/01,4,1
2082,1900/01/01,1,2
2082,1900/01/01,2,2
2082,1900/01/01,3,2
2082,1900/01/01,4,2
2083,1900/01/01,1,1
2083,1900/01/01,2,1
2083,1900/01/01,3,1
2083,1900/01/01,4,1
2083,2030/01/01,1,2
2083,2030/01/01,2,2
2083,2030/01/01,3,2
2083,2030/01/01,4,2
2083,2031/01/01,1,3
2083,2031/01/01,2,3
2083,2031/01/01,3,3
2083,2031/01/01,4,3
2083,2035/01/01,1,1
2083,2035/01/01,2,1
2083,2035/01/01,3,1
2083,2035/01/01,4,1
2083,2036/01/01,1,0
2083,2036/01/01,2,0
2083,2036/01/01,3,0
2083,2036/01/01,4,0
2083,2039/01/01,1,1
2083,2039/01/01,2,1
2083,2039/01/01,3,1
2083,2039/01/01,4,1
2083,2040/01/01,1,0
2083,2040/01/01,2,0
2083,2040/01/01,3,0
2083,2040/01/01,4,0
2084,1900/01/01,1,0
2084,1900/01/01,2,0
2084,1900/01/01,3,0
2084,1900/01/01,4,0
2084,2031/01/01,1,3
2084,2031/01/01,2,3
2084,2031/01/01,3,3
2084,2031/01/01,4,3
2084,2032/01/01,1,0
2084,2032/01/01,2,0
2084,2032/01/01,3,0
2084,2032/01/01,4,0
2084,2034/01/01,1,3
2084,2034/01/01,2,3
2084,2034/01/01,3,3
2084,2034/01/01,4,3
2084,2035/01/01,1,0
2084,2035/01/01,2,0
2084,2035/01/01,3,0
2084,2035/01/01,4,0
2085,1900/01/01,1,2
2085,1900/01/01,2,2
2085,1900/01/01,3,2
2085,1900/01/01,4,2
2086,1900/01/01,1,1
2086,1900/01/01,2,1
2086,1900/01/01,3,1
2086,1900/01/01,4,1
2087,1900/01/01,1,4
2087,1900/01/01,2,4
2087,1900/01/01,3,4
2087,1900/01/01,4,4
2088,1900/01/01,1,0
2088,1900/01/01,2,0
2088,1900/01/01,3,0
2088,1900/01/01,4,0
2089,1900/01/01,1,1
2089,1900/01/01,2,1
2089,1900/01/01,3,1
2089,1900/01/01,4,1
2090,1900/01/01,1,0
2090,1900/01/01,2,0
2090,1900/01/01,3,0
2090,1900/01/01,4,0
2091,1900/01/01,1,1
2091,1900/01/01,2,1
2091,1900/01/01,3,1
2091,1900/01/01,4,1
2092,1900/01/01,1,1
2092,1900/01/01,2,1
2092,1900/01/01,3,1
2092,1900/01/01,4,1
2093,1900/01/01,1,1
2093,1900/01/01,2,1
2093,1900/01/01,3,1
2093,1900/01/01,4,1
2094,1900/01/01,1,1
2094,1900/01/01,2,1
2094,1900/01/01,3,1
2094,1900/01/01,4,1
2094,2031/01/01,1,0
2094,2031/01/01,2,0
2094,2031/01/01,3,0
2094,2031/01/01,4,0
2094,2032/01/01,1,1
2094,2032/01/01,2,1
2094,2032/01/01,3,1
2094,2032/01/01,4,1
2094,2033/01/01,1,0
2094,2033/01/01,2,0
2094,2033/01/01,3,0
2094,2033/01/01,4,0
2095,1900/01/01,1,0
2095,1900/01/01,2,0
2095,1900/01/01,3,0
2095,1900/01/01,4,0
2096,1900/01/01,1,1
2096,1900/01/01,2,1
2096,1900/01/01,3,1
2096,1900/01/01,4,1
2097,1900/01/01,1,0
2097,1900/01/01,2,0
2097,1900/01/01,3,0
2097,1900/01/01,4,0
2098,1900/01/01,1,0
2098,1900/01/01,2,0
2098,1900/01/01,3,0
2098,1900/01/01,4,0
2099,1900/01/01,1,1
2099,1900/01/01,2,1
2099,1900/01/01,3,1
2099,1900/01/01,4,1
122,1900/01/01,1,1
122,1900/01/01,2,1
122,1900/01/01,3,1
122,1900/01/01,4,1
2100,1900/01/01,1,1
2100,1900/01/01,2,1
2100,1900/01/01,3,1
2100,1900/01/01,4,1
123,1900/01/01,1,1
123,1900/01/01,2,1
123,1900/01/01,3,1
123,1900/01/01,4,1
2101,1900/01/01,1,1
2101,1900/01/01,2,1
2101,1900/01/01,3,1
2101,1900/01/01,4,1
124,1900/01/01,1,1
124,1900/01/01,2,1
124,1900/01/01,3,1
124,1900/01/01,4,1
125,1900/01/01,1,1
125,1900/01/01,2,1
125,1900/01/01,3,1
125,1900/01/01,4,1
126,1900/01/01,1,1
126,1900/01/01,2,1
126,1900/01/01,3,1
126,1900/01/01,4,1
127,1900/01/01,1,1
127,1900/01/01,2,1
127,1900/01/01,3,1
127,1900/01/01,4,1
2102,1900/01/01,1,1
2102,1900/01/01,2,1
2102,1900/01/01,3,1
2102,1900/01/01,4,1
2103,1900/01/01,1,1
2103,1900/01/01,2,1
2103,1900/01/01,3,1
2103,1900/01/01,4,1
128,1900/01/01,1,1
128,1900/01/01,2,1
128,1900/01/01,3,1
128,1900/01/01,4,1
129,1900/01/01,1,1
129,1900/01/01,2,1
129,1900/01/01,3,1
129,1900/01/01,4,1
2104,1900/01/01,1,0
2104,1900/01/01,2,0
2104,1900/01/01,3,0
2104,1900/01/01,4,0
2104,2040/01/01,1,1
2104,2040/01/01,2,1
2104,2040/01/01,3,1
2104,2040/01/01,4,1
130,1900/01/01,1,1
130,1900/01/01,2,1
130,1900/01/01,3,1
130,1900/01/01,4,1
131,1900/01/01,1,1
131,1900/01/01,2,1
131,1900/01/01,3,1
131,1900/01/01,4,1
2105,1900/01/01,1,1
2105,1900/01/01,2,1
2105,1900/01/01,3,1
2105,1900/01/01,4,1
132,1900/01/01,1,1
132,1900/01/01,2,1
132,1900/01/01,3,1
132,1900/01/01,4,1
133,1900/01/01,1,1
133,1900/01/01,2,1
133,1900/01/01,3,1
133,1900/01/01,4,1
134,1900/01/01,1,1
134,1900/01/01,2,1
134,1900/01/01,3,1
134,1900/01/01,4,1
135,1900/01/01,1,1
135,1900/01/01,2,1
135,1900/01/01,3,1
135,1900/01/01,4,1
2106,1900/01/01,1,1
2106,1900/01/01,2,1
2106,1900/01/01,3,1
2106,1900/01/01,4,1
2107,1900/01/01,1,1
2107,1900/01/01,2,1
2107,1900/01/01,3,1
2107,1900/01/01,4,1
2108,1900/01/01,1,1
2108,1900/01/01,2,1
2108,1900/01/01,3,1
2108,1900/01/01,4,1
2109,1900/01/01,1,1
2109,1900/01/01,2,1
2109,1900/01/01,3,1
2109,1900/01/01,4,1
2110,1900/01/01,1,1
2110,1900/01/01,2,1
2110,1900/01/01,3,1
2110,1900/01/01,4,1
136,1900/01/01,1,1
136,1900/01/01,2,1
136,1900/01/01,3,1
136,1900/01/01,4,1
137,1900/01/01,1,1
137,1900/01/01,2,1
137,1900/01/01,3,1
137,1900/01/01,4,1
2111,1900/01/01,1,1
2111,1900/01/01,2,1
2111,1900/01/01,3,1
2111,1900/01/01,4,1
2112,1900/01/01,1,1
2112,1900/01/01,2,1
2112,1900/01/01,3,1
2112,1900/01/01,4,1
138,1900/01/01,1,1
138,1900/01/01,2,1
138,1900/01/01,3,1
138,1900/01/01,4,1
139,1900/01/01,1,1
139,1900/01/01,2,1
139,1900/01/01,3,1
139,1900/01/01,4,1
140,1900/01/01,1,1
140,1900/01/01,2,1
140,1900/01/01,3,1
140,1900/01/01,4,1
141,1900/01/01,1,1
141,1900/01/01,2,1
141,1900/01/01,3,1
141,1900/01/01,4,1
142,1900/01/01,1,1
142,1900/01/01,2,1
142,1900/01/01,3,1
142,1900/01/01,4,1
143,1900/01/01,1,1
143,1900/01/01,2,1
143,1900/01/01,3,1
143,1900/01/01,4,1
144,1900/01/01,1,1
144,1900/01/01,2,1
144,1900/01/01,3,1
144,1900/01/01,4,1
145,1900/01/01,1,1
145,1900/01/01,2,1
145,1900/01/01,3,1
145,1900/01/01,4,1
146,1900/01/01,1,1
146,1900/01/01,2,1
146,1900/01/01,3,1
146,1900/01/01,4,1
147,1900/01/01,1,1
147,1900/01/01,2,1
147,1900/01/01,3,1
147,1900/01/01,4,1
148,1900/01/01,1,1
148,1900/01/01,2,1
148,1900/01/01,3,1
148,1900/01/01,4,1
149,1900/01/01,1,1
149,1900/01/01,2,1
149,1900/01/01,3,1
149,1900/01/01,4,1
2113,1900/01/01,1,1
2113,1900/01/01,2,1
2113,1900/01/01,3,1
2113,1900/01/01,4,1
150,1900/01/01,1,1
150,1900/01/01,2,1
150,1900/01/01,3,1
150,1900/01/01,4,1
2114,1900/01/01,1,3
2114,1900/01/01,2,3
2114,1900/01/01,3,3
2114,1900/01/01,4,3
2115,1900/01/01,1,1
2115,1900/01/01,2,1
2115,1900/01/01,3,1
2115,1900/01/01,4,1
2116,1900/01/01,1,1
2116,1900/01/01,2,1
2116,1900/01/01,3,1
2116,1900/01/01,4,1
2117,1900/01/01,1,0
2117,1900/01/01,2,0
2117,1900/01/01,3,0
2117,1900/01/01,4,0
2117,2030/01/01,1,1
2117,2030/01/01,2,1
2117,2030/01/01,3,1
2117,2030/01/01,4,1
2118,1900/01/01,1,1
2118,1900/01/01,2,1
2118,1900/01/01,3,1
2118,1900/01/01,4,1
2119,1900/01/01,1,2
2119,1900/01/01,2,2
2119,1900/01/01,3,2
2119,1900/01/01,4,2
2119,2039/01/01,1,3
2119,2039/01/01,2,3
2119,2039/01/01,3,3
2119,2039/01/01,4,3
2119,2040/01/01,1,2
2119,2040/01/01,2,2
2119,2040/01/01,3,2
2119,2040/01/01,4,2
2120,1900/01/01,1,0
2120,1900/01/01,2,0
2120,1900/01/01,3,0
2120,1900/01/01,4,0
2121,1900/01/01,1,1
2121,1900/01/01,2,1
2121,1900/01/01,3,1
2121,1900/01/01,4,1
2122,1900/01/01,1,1
2122,1900/01/01,2,1
2122,1900/01/01,3,1
2122,1900/01/01,4,1
2123,1900/01/01,1,1
2123,1900/01/01,2,1
2123,1900/01/01,3,1
2123,1900/01/01,4,1
2124,1900/01/01,1,1
2124,1900/01/01,2,1
2124,1900/01/01,3,1
2124,1900/01/01,4,1
2125,1900/01/01,1,1
2125,1900/01/01,2,1
2125,1900/01/01,3,1
2125,1900/01/01,4,1
2126,1900/01/01,1,0
2126,1900/01/01,2,0
2126,1900/01/01,3,0
2126,1900/01/01,4,0
2127,1900/01/01,1,1
2127,1900/01/01,2,1
2127,1900/01/01,3,1
2127,1900/01/01,4,1
2127,2036/01/01,1,2
2127,2036/01/01,2,2
2127,2036/01/01,3,2
2127,2036/01/01,4,2
2127,2038/01/01,1,1
2127,2038/01/01,2,1
2127,2038/01/01,3,1
2127,2038/01/01,4,1
2127,2039/01/01,1,2
2127,2039/01/01,2,2
2127,2039/01/01,3,2
2127,2039/01/01,4,2
2128,1900/01/01,1,1
2128,1900/01/01,2,1
2128,1900/01/01,3,1
2128,1900/01/01,4,1
2129,1900/01/01,1,1
2129,1900/01/01,2,1
2129,1900/01/01,3,1
2129,1900/01/01,4,1
2130,1900/01/01,1,1
2130,1900/01/01,2,1
2130,1900/01/01,3,1
2130,1900/01/01,4,1
2131,1900/01/01,1,0
2131,1900/01/01,2,0
2131,1900/01/01,3,0
2131,1900/01/01,4,0
2132,1900/01/01,1,1
2132,1900/01/01,2,1
2132,1900/01/01,3,1
2132,1900/01/01,4,1
2133,1900/01/01,1,0
2133,1900/01/01,2,0
2133,1900/01/01,3,0
2133,1900/01/01,4,0
2134,1900/01/01,1,0
2134,1900/01/01,2,0
2134,1900/01/01,3,0
2134,1900/01/01,4,0
2135,1900/01/01,1,1
2135,1900/01/01,2,1
2135,1900/01/01,3,1
2135,1900/01/01,4,1
2136,1900/01/01,1,2
2136,1900/01/01,2,2
2136,1900/01/01,3,2
2136,1900/01/01,4,2
2137,1900/01/01,1,1
2137,1900/01/01,2,1
2137,1900/01/01,3,1
2137,1900/01/01,4,1
2138,1900/01/01,1,0
2138,1900/01/01,2,0
2138,1900/01/01,3,0
2138,1900/01/01,4,0
2139,1900/01/01,1,1
2139,1900/01/01,2,1
2139,1900/01/01,3,1
2139,1900/01/01,4,1
2140,1900/01/01,1,2
2140,1900/01/01,2,2
2140,1900/01/01,3,2
2140,1900/01/01,4,2
2142,1900/01/01,1,1
2142,1900/01/01,2,1
2142,1900/01/01,3,1
2142,1900/01/01,4,1
2168,1900/01/01,1,1
2168,1900/01/01,2,1
2168,1900/01/01,3,1
2168,1900/01/01,4,1
2168,2039/01/01,1,0
2168,2039/01/01,2,0
2168,2039/01/01,3,0
2168,2039/01/01,4,0
2143,1900/01/01,1,3
2143,1900/01/01,2,3
2143,1900/01/01,3,3
2143,1900/01/01,4,3
2143,2034/01/01,1,2
2143,2034/01/01,2,2
2143,2034/01/01,3,2
2143,2034/01/01,4,2
2672,1900/01/01,1,0
2672,1900/01/01,2,0
2672,1900/01/01,3,0
2672,1900/01/01,4,0
2673,1900/01/01,1,0
2673,1900/01/01,2,0
