NUM:   1 CAMARGOS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
NUM: 241 SLT VERDINHO          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.03  0.03  0.03  0.03  0.05  0.08  0.16  0.23  0.24  0.15  0.12  0.03
2026  0.03  0.03  0.03  0.04  0.05  0.08  0.16  0.23  0.24  0.15  0.12  0.03
2027  0.03  0.03  0.03  0.04  0.05  0.08  0.16  0.23  0.24  0.15  0.12  0.03
2028  0.03  0.03  0.03  0.04  0.05  0.09  0.17  0.24  0.25  0.15  0.13  0.03
2029  0.03  0.03  0.03  0.04  0.05  0.09  0.17  0.24  0.25  0.16  0.13  0.03
2030  0.03  0.03  0.03  0.04  0.05  0.09  0.17  0.25  0.25  0.16  0.13  0.03
2031  0.03  0.03  0.03  0.04  0.05  0.09  0.17  0.25  0.26  0.16  0.13  0.03
2032  0.03  0.03  0.03  0.04  0.05  0.09  0.18  0.25  0.26  0.16  0.13  0.03
2033  0.03  0.03  0.03  0.04  0.05  0.09  0.18  0.26  0.26  0.16  0.13  0.03
2034  0.03  0.03  0.03  0.04  0.05  0.09  0.18  0.26  0.27  0.16  0.13  0.03
2035  0.03  0.03  0.03  0.04  0.05  0.09  0.18  0.26  0.27  0.17  0.14  0.03
2036  0.03  0.03  0.03  0.04  0.05  0.09  0.19  0.26  0.27  0.17  0.14  0.03
2037  0.03  0.03  0.03  0.04  0.05  0.09  0.19  0.27  0.28  0.17  0.14  0.03
2038  0.03  0.03  0.03  0.04  0.06   0.1  0.19  0.27  0.28  0.17  0.14  0.03
2039  0.03  0.03  0.03  0.04  0.06  0.09  0.19  0.27  0.28  0.17  0.14  0.03
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 249 OURINHOS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2026  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2027  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2028  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2029  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2030  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2031  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06
2032  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.07  0.06
2033  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.06  0.07  0.06
2034  0.06  0.06  0.06  0.07  0.06  0.06  0.06  0.06  0.06  0.07  0.07  0.06
2035  0.06  0.06  0.06  0.07  0.06  0.06  0.06  0.06  0.07  0.07  0.07  0.07
2036  0.06  0.06  0.06  0.07  0.06  0.06  0.06  0.07  0.07  0.07  0.07  0.07
2037  0.06  0.06  0.07  0.07  0.06  0.06  0.06  0.07  0.07  0.07  0.07  0.07
2038  0.06  0.06  0.07  0.07  0.06  0.06  0.06  0.07  0.07  0.07  0.07  0.07
2039  0.07  0.07  0.07  0.07  0.06  0.06  0.07  0.07  0.07  0.07  0.07  0.07
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 260 ESTRELA               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.78  0.78  0.78  0.79  0.79  0.79  0.79   0.8   0.8   0.8   0.8   0.8
2026  0.81  0.81  0.81  0.81  0.82  0.82  0.82  0.83  0.83  0.83  0.83  0.83
2027  0.83  0.84  0.84  0.84  0.85  0.85  0.85  0.85  0.86  0.86  0.86  0.86
2028  0.86  0.86  0.87  0.87  0.87  0.88  0.88  0.88  0.88  0.88  0.89  0.89
2029  0.89  0.89  0.89   0.9   0.9   0.9  0.91  0.91  0.91  0.91  0.91  0.91
2030  0.92  0.92  0.92  0.93  0.93  0.93  0.94  0.94  0.94  0.94  0.94  0.94
2031  0.95  0.95  0.95  0.95  0.96  0.96  0.96  0.97  0.97  0.97  0.97  0.97
2032  0.97  0.98  0.98  0.98  0.99  0.99  0.99  0.99     1     1     1     1
2033     1     1  1.01  1.01  1.01  1.02  1.02  1.02  1.02  1.02  1.02  1.03
2034  1.03  1.03  1.03  1.04  1.04  1.04  1.05  1.05  1.05  1.05  1.05  1.05
2035  1.06  1.06  1.06  1.06  1.07  1.07  1.07  1.08  1.08  1.08  1.08  1.08
2036  1.08  1.09  1.09  1.09   1.1   1.1   1.1  1.11  1.11  1.11  1.11  1.11
2037  1.11  1.11  1.12  1.12  1.12  1.13  1.13  1.13  1.13  1.13  1.13  1.14
2038  1.14  1.14  1.14  1.15  1.15  1.16  1.16  1.16  1.16  1.16  1.16  1.16
2039  1.17  1.17  1.17  1.17  1.18  1.18  1.19  1.19  1.19  1.19  1.19  1.19
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 262 SALTO                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.14  0.16  0.16  0.22  0.23  0.23  0.24   0.3  0.34  0.29  0.24  0.15
2026  0.14  0.16  0.16  0.23  0.23  0.23  0.25   0.3  0.34  0.29  0.24  0.15
2027  0.14  0.16  0.16  0.23  0.23  0.23  0.25  0.31  0.34  0.29  0.24  0.15
2028  0.14  0.16  0.16  0.23  0.23  0.23  0.25  0.31  0.35  0.29  0.24  0.15
2029  0.14  0.16  0.16  0.23  0.24  0.23  0.25  0.31  0.35   0.3  0.24  0.15
2030  0.14  0.16  0.16  0.23  0.24  0.24  0.25  0.32  0.35   0.3  0.25  0.15
2031  0.14  0.16  0.16  0.23  0.24  0.24  0.25  0.32  0.35   0.3  0.25  0.15
2032  0.14  0.16  0.16  0.23  0.24  0.24  0.26  0.32  0.36   0.3  0.25  0.15
2033  0.14  0.16  0.16  0.24  0.24  0.24  0.26  0.32  0.36  0.31  0.25  0.15
2034  0.14  0.16  0.16  0.24  0.24  0.24  0.26  0.33  0.36  0.31  0.25  0.15
2035  0.14  0.16  0.16  0.24  0.25  0.24  0.26  0.33  0.37  0.31  0.25  0.15
2036  0.14  0.16  0.16  0.24  0.25  0.25  0.26  0.33  0.37  0.31  0.25  0.15
2037  0.14  0.16  0.16  0.24  0.25  0.25  0.27  0.33  0.37  0.32  0.26  0.15
2038  0.14  0.16  0.16  0.24  0.25  0.25  0.27  0.34  0.38  0.32  0.26  0.15
2039  0.14  0.16  0.16  0.24  0.25  0.25  0.27  0.34  0.38  0.32  0.26  0.15
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 290 ESPORA                Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2026  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2027  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2028  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2029  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2030  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2031  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2032  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2033  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2034  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2035  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2036  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2037  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2038  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2039  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05  0.05
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 311 CACU                  Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.95  1.11  1.02  1.34  1.92  2.07  1.71  1.58  1.71  1.66  1.32  0.98
2026  0.98  1.14  1.05  1.38  2.01  2.18  1.77  1.63  1.76  1.71  1.37     1
2027  1.01  1.17  1.07  1.43   2.1  2.28  1.83  1.66   1.8  1.76  1.41  1.03
2028  1.03  1.19   1.1  1.47  2.19  2.38  1.91  1.71  1.85  1.82  1.46  1.06
2029  1.06  1.23  1.13  1.51  2.28  2.49  1.98  1.76   1.9  1.87   1.5  1.09
2030  1.09  1.26  1.16  1.56  2.37  2.59  2.04   1.8  1.95  1.92  1.55  1.11
2031  1.11  1.29  1.19   1.6  2.45  2.69   2.1  1.84  1.99  1.97  1.59  1.14
2032  1.14  1.31  1.21  1.65  2.54  2.79  2.18  1.89  2.04  2.02  1.64  1.17
2033  1.17  1.35  1.24  1.69  2.63  2.89  2.24  1.93  2.09  2.07  1.68   1.2
2034   1.2  1.38  1.27  1.73  2.72     3  2.31  1.98  2.14  2.12  1.73  1.22
2035  1.22  1.41   1.3  1.78   2.8  3.09  2.36  2.01  2.17  2.17  1.78  1.25
2036  1.25  1.43  1.33  1.82  2.89   3.2  2.44  2.06  2.23  2.22  1.82  1.28
2037  1.28  1.46  1.35  1.87  2.98   3.3  2.51  2.11  2.28  2.28  1.87  1.31
2038  1.31  1.49  1.38  1.91  3.07   3.4  2.58  2.15  2.33  2.33  1.91  1.33
2039  1.33  1.52  1.41  1.95  3.15   3.5  2.63  2.19  2.36  2.37  1.96  1.36
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 312 B. COQUEIROS          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.44  0.44  0.44  0.44  0.45  0.46  0.48  0.49   0.5  0.48  0.47  0.46
2026  0.46  0.46  0.46  0.47  0.47  0.48   0.5  0.52  0.52   0.5  0.49  0.48
2027  0.48  0.48  0.48  0.49  0.49   0.5  0.52  0.54  0.54  0.52  0.51   0.5
2028   0.5   0.5  0.51  0.51  0.51  0.52  0.54  0.56  0.56  0.54  0.53  0.52
2029  0.52  0.52  0.53  0.53  0.53  0.54  0.56  0.58  0.58  0.56  0.55  0.54
2030  0.54  0.55  0.55  0.55  0.55  0.56  0.59   0.6   0.6  0.58  0.57  0.56
2031  0.56  0.57  0.57  0.57  0.57  0.59  0.61  0.62  0.63  0.61  0.59  0.58
2032  0.59  0.59  0.59  0.59   0.6  0.61  0.63  0.64  0.65  0.63  0.62   0.6
2033  0.61  0.61  0.61  0.61  0.62  0.63  0.65  0.67  0.67  0.65  0.64  0.63
2034  0.63  0.63  0.63  0.63  0.64  0.65  0.67  0.69  0.69  0.67  0.66  0.65
2035  0.65  0.65  0.65  0.65  0.66  0.67  0.69  0.71  0.71  0.69  0.68  0.67
2036  0.67  0.67  0.67  0.67  0.68  0.69  0.71  0.73  0.73  0.71   0.7  0.69
2037  0.69  0.69  0.69   0.7   0.7  0.71  0.74  0.75  0.75  0.73  0.72  0.71
2038  0.71  0.71  0.72  0.72  0.72  0.73  0.76  0.77  0.78  0.75  0.74  0.73
2039  0.73  0.73  0.74  0.74  0.74  0.75  0.78   0.8   0.8  0.78  0.76  0.75
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 315 FOZ R CLARO           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.02  0.02  0.02  0.01
2026  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.02  0.02  0.02  0.01
2027  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.02  0.02  0.02  0.01
2028  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.02  0.02  0.02  0.01
2029  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.02  0.02  0.02  0.01
2030  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2031  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2032  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2033  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2034  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2035  0.01  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.02  0.02  0.01
2036  0.01  0.01  0.01  0.01  0.01  0.02  0.03  0.03  0.03  0.02  0.02  0.01
2037  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.03  0.02  0.02  0.01
2038  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.03  0.02  0.02  0.01
2039  0.01  0.01  0.01  0.01  0.02  0.02  0.03  0.03  0.03  0.02  0.02  0.01
2040     0     0     0     0     0     0     0     0     0     0     0     0
